Id,region,date,mortality_rate,O3,PM10,PM25,NO2,T2M
2032,E12000006,2007-08-01,1.044,59.307,20.077,,,290.382
2033,E12000006,2007-08-02,1.238,39.239,18.139,,,288.560
2034,E12000006,2007-08-03,1.044,42.606,13.711,,,291.089
2035,E12000006,2007-08-04,1.327,48.278,15.223,,,292.488
2036,E12000006,2007-08-05,1.256,74.083,22.692,,,294.278
2037,E12000006,2007-08-06,1.097,48.005,13.663,,,291.149
2038,E12000006,2007-08-07,0.814,41.118,11.601,,,289.121
2039,E12000006,2007-08-08,0.973,46.286,9.703,,,288.720
2040,E12000006,2007-08-09,1.061,50.936,6.037,,,288.463
2041,E12000006,2007-08-10,1.256,55.505,6.938,,,289.104
2042,E12000006,2007-08-11,1.203,53.139,15.082,,,290.899
2043,E12000006,2007-08-12,1.026,47.317,12.720,,,289.844
2044,E12000006,2007-08-13,1.327,39.106,9.401,,,289.460
2045,E12000006,2007-08-14,0.778,36.060,10.920,,,289.457
2046,E12000006,2007-08-15,1.203,40.405,12.551,,,289.915
2047,E12000006,2007-08-16,1.044,42.254,10.003,,,287.230
2048,E12000006,2007-08-17,0.973,42.302,10.283,,,287.718
2049,E12000006,2007-08-18,1.097,39.486,11.800,,,289.113
2050,E12000006,2007-08-19,0.991,30.257,8.057,,,289.308
2051,E12000006,2007-08-20,0.973,46.800,5.569,,,287.478
2052,E12000006,2007-08-21,0.955,61.309,12.823,,,289.336
2053,E12000006,2007-08-22,1.291,70.675,10.820,,,290.656
2054,E12000006,2007-08-23,1.433,65.258,9.423,,,290.041
2055,E12000006,2007-08-24,1.344,57.978,15.235,,,290.088
2056,E12000006,2007-08-25,1.185,29.687,16.906,,,291.211
2057,E12000006,2007-08-26,1.026,43.222,11.578,,,289.395
2058,E12000006,2007-08-27,1.061,40.491,13.255,,,288.256
2059,E12000006,2007-08-28,0.973,39.572,12.235,,,287.751
2060,E12000006,2007-08-29,1.167,39.318,15.841,,,287.679
2061,E12000006,2007-08-30,1.238,31.357,13.705,,,288.853
2062,E12000006,2007-08-31,1.203,31.290,13.932,,,289.409
2063,E12000006,2007-09-01,1.114,36.786,11.747,,,289.862
2064,E12000006,2007-09-02,1.203,33.296,11.444,,,289.989
2065,E12000006,2007-09-03,1.026,42.101,9.251,,,287.409
2066,E12000006,2007-09-04,1.150,48.266,9.129,,,286.528
2067,E12000006,2007-09-05,1.150,27.074,14.097,,,290.259
2068,E12000006,2007-09-06,0.920,27.628,11.400,,,290.898
2069,E12000006,2007-09-07,1.061,36.195,13.951,,,290.171
2070,E12000006,2007-09-08,1.044,31.399,16.178,,,289.792
2071,E12000006,2007-09-09,1.150,41.659,14.299,,,289.722
2072,E12000006,2007-09-10,0.991,42.848,13.105,,,288.374
2073,E12000006,2007-09-11,1.044,41.045,13.092,,,287.228
2074,E12000006,2007-09-12,1.008,31.550,23.357,,,288.795
2075,E12000006,2007-09-13,1.238,33.952,27.868,,,289.165
2076,E12000006,2007-09-14,1.380,38.985,23.119,,,289.060
2077,E12000006,2007-09-15,0.902,35.598,16.790,,,287.517
2078,E12000006,2007-09-16,1.327,46.556,17.501,,,288.489
2079,E12000006,2007-09-17,1.114,36.147,8.020,,,286.146
2080,E12000006,2007-09-18,1.097,43.886,8.069,,,284.130
2081,E12000006,2007-09-19,0.955,35.227,10.589,,,287.073
2082,E12000006,2007-09-20,1.185,40.199,12.099,,,289.521
2083,E12000006,2007-09-21,1.185,40.958,11.946,,,289.544
2084,E12000006,2007-09-22,1.397,27.442,15.601,,,288.992
2085,E12000006,2007-09-23,1.238,42.909,14.944,,,289.785
2086,E12000006,2007-09-24,0.991,48.222,7.825,,,288.012
2087,E12000006,2007-09-25,1.274,34.658,11.036,,,285.515
2088,E12000006,2007-09-26,1.044,47.057,6.428,,,282.960
2089,E12000006,2007-09-27,1.344,50.172,4.792,,,285.313
2090,E12000006,2007-09-28,1.291,46.037,10.676,,,286.116
2091,E12000006,2007-09-29,0.937,44.930,7.885,,,285.853
2092,E12000006,2007-09-30,0.902,40.580,11.123,,,284.411
2093,E12000006,2007-10-01,1.097,44.053,13.278,,,286.711
2094,E12000006,2007-10-02,0.973,42.240,15.077,,,287.230
2095,E12000006,2007-10-03,0.973,17.786,31.051,,,287.033
2096,E12000006,2007-10-04,1.397,28.955,17.497,,,285.798
2097,E12000006,2007-10-05,1.344,33.305,16.327,,,285.022
2098,E12000006,2007-10-06,1.132,39.763,17.685,,,286.250
2099,E12000006,2007-10-07,1.344,39.052,23.465,,,285.690
2100,E12000006,2007-10-08,1.097,36.645,24.591,,,285.618
2101,E12000006,2007-10-09,1.344,23.136,15.691,,,284.746
2102,E12000006,2007-10-10,1.344,33.486,22.861,,,286.492
2103,E12000006,2007-10-11,1.132,27.191,27.382,,,285.782
2104,E12000006,2007-10-12,1.380,15.987,22.740,,,288.148
2105,E12000006,2007-10-13,1.220,29.063,15.206,,,287.272
2106,E12000006,2007-10-14,1.344,23.981,27.909,,,286.353
2107,E12000006,2007-10-15,1.132,23.838,28.071,,,286.478
2108,E12000006,2007-10-16,1.521,36.066,16.100,,,287.790
2109,E12000006,2007-10-17,1.291,46.042,9.863,,,284.179
2110,E12000006,2007-10-18,1.203,33.583,11.189,,,281.910
2111,E12000006,2007-10-19,1.114,29.065,16.252,,,281.672
2112,E12000006,2007-10-20,1.309,32.991,13.033,,,282.427
2113,E12000006,2007-10-21,1.061,22.468,25.715,,,281.084
2114,E12000006,2007-10-22,1.079,15.566,26.254,,,282.183
2115,E12000006,2007-10-23,1.220,25.068,19.915,,,280.777
2116,E12000006,2007-10-24,1.344,43.851,10.308,,,283.206
2117,E12000006,2007-10-25,1.592,30.135,20.211,,,283.388
2118,E12000006,2007-10-26,1.238,14.466,35.763,,,283.299
2119,E12000006,2007-10-27,1.344,21.516,28.600,,,285.799
2120,E12000006,2007-10-28,1.274,41.451,15.312,,,287.205
2121,E12000006,2007-10-29,1.061,28.506,13.098,,,282.600
2122,E12000006,2007-10-30,1.203,31.642,12.161,,,282.078
2123,E12000006,2007-10-31,1.380,16.762,15.703,,,284.357
2124,E12000006,2007-11-01,1.256,25.514,14.231,,,285.347
2125,E12000006,2007-11-02,1.327,16.113,17.899,,,285.599
2126,E12000006,2007-11-03,1.220,24.579,18.386,,,285.358
2127,E12000006,2007-11-04,1.185,33.752,14.696,,,282.767
2128,E12000006,2007-11-05,1.256,23.348,22.701,,,282.212
2129,E12000006,2007-11-06,1.344,39.650,15.211,,,281.157
2130,E12000006,2007-11-07,1.220,42.033,12.477,,,284.161
2131,E12000006,2007-11-08,1.256,43.236,10.704,,,282.415
2132,E12000006,2007-11-09,1.645,59.158,10.857,,,279.326
2133,E12000006,2007-11-10,1.362,53.507,11.162,,,283.481
2134,E12000006,2007-11-11,0.991,53.856,7.603,,,282.137
2135,E12000006,2007-11-12,1.574,29.313,12.857,,,277.702
2136,E12000006,2007-11-13,1.539,34.155,8.542,,,279.521
2137,E12000006,2007-11-14,1.327,34.734,4.717,,,279.878
2138,E12000006,2007-11-15,1.132,22.127,11.661,,,277.783
2139,E12000006,2007-11-16,1.610,5.638,29.832,,,276.855
2140,E12000006,2007-11-17,1.220,9.994,24.069,,,278.612
2141,E12000006,2007-11-18,1.220,33.981,15.084,,,279.140
2142,E12000006,2007-11-19,1.291,31.503,11.561,,,280.510
2143,E12000006,2007-11-20,1.415,24.228,9.758,,,281.851
2144,E12000006,2007-11-21,1.468,22.490,11.294,,,282.864
2145,E12000006,2007-11-22,1.521,22.721,11.597,,,280.954
2146,E12000006,2007-11-23,1.256,46.838,7.423,,,278.673
2147,E12000006,2007-11-24,1.486,23.699,14.965,,,277.462
2148,E12000006,2007-11-25,1.539,43.371,11.120,,,280.036
2149,E12000006,2007-11-26,1.256,23.713,13.620,,,278.659
2150,E12000006,2007-11-27,1.026,6.987,19.889,,,280.284
2151,E12000006,2007-11-28,1.539,22.803,12.417,,,282.112
2152,E12000006,2007-11-29,1.362,34.768,10.989,,,280.347
2153,E12000006,2007-11-30,1.521,39.778,10.178,,,283.560
2154,E12000006,2007-12-01,1.592,56.149,10.077,,,280.795
2155,E12000006,2007-12-02,1.291,54.435,9.779,,,282.069
2156,E12000006,2007-12-03,1.521,43.201,8.296,,,280.029
2157,E12000006,2007-12-04,1.539,28.318,13.130,,,281.770
2158,E12000006,2007-12-05,1.274,47.373,11.208,,,284.414
2159,E12000006,2007-12-06,1.539,45.735,10.925,,,284.691
2160,E12000006,2007-12-07,1.450,53.646,9.057,,,281.170
2161,E12000006,2007-12-08,1.185,45.738,9.431,,,279.836
2162,E12000006,2007-12-09,1.415,49.756,11.455,,,279.767
2163,E12000006,2007-12-10,1.468,44.678,6.421,,,279.438
2164,E12000006,2007-12-11,1.910,18.497,13.847,,,276.307
2165,E12000006,2007-12-12,1.344,9.640,22.468,,,276.127
2166,E12000006,2007-12-13,1.716,9.623,25.040,,,275.435
2167,E12000006,2007-12-14,1.468,8.300,21.529,,,276.100
2168,E12000006,2007-12-15,1.203,23.786,15.719,,,276.848
2169,E12000006,2007-12-16,1.309,22.410,16.589,,,275.459
2170,E12000006,2007-12-17,1.256,26.054,16.722,,,276.193
2171,E12000006,2007-12-18,1.503,20.249,21.191,,,276.247
2172,E12000006,2007-12-19,1.291,9.484,28.959,,,276.516
2173,E12000006,2007-12-20,1.893,3.013,35.651,,,275.219
2174,E12000006,2007-12-21,1.468,4.589,31.483,,,275.693
2175,E12000006,2007-12-22,1.574,3.418,31.506,,,276.618
2176,E12000006,2007-12-23,1.291,8.840,19.819,,,276.081
2177,E12000006,2007-12-24,1.627,23.336,26.034,,,279.906
2178,E12000006,2007-12-25,2.229,25.395,15.649,,,280.239
2179,E12000006,2007-12-26,1.804,20.214,17.379,,,278.294
2180,E12000006,2007-12-27,1.539,35.953,15.701,,,283.186
2181,E12000006,2007-12-28,1.786,42.545,10.897,,,282.964
2182,E12000006,2007-12-29,1.786,45.152,9.928,,,279.634
2183,E12000006,2007-12-30,1.645,22.307,12.496,,,278.293
2184,E12000006,2007-12-31,1.963,5.633,18.837,,,279.031
2185,E12000007,2007-01-02,1.404,39.978,15.360,,,279.307
2186,E12000007,2007-01-03,1.118,31.797,16.058,,,282.036
2187,E12000007,2007-01-04,1.287,39.390,13.397,,,281.806
2188,E12000007,2007-01-05,1.053,24.150,12.865,,,282.479
2189,E12000007,2007-01-06,1.105,15.293,12.282,,,279.494
2190,E12000007,2007-01-07,1.131,50.705,9.323,,,282.058
2191,E12000007,2007-01-08,1.209,35.138,9.965,,,282.171
2192,E12000007,2007-01-09,1.209,52.065,13.817,,,285.157
2193,E12000007,2007-01-10,1.131,39.779,13.001,,,281.416
2194,E12000007,2007-01-11,1.053,48.046,16.599,,,282.757
2195,E12000007,2007-01-12,1.170,39.538,19.924,,,283.155
2196,E12000007,2007-01-13,0.975,47.409,7.351,,,283.578
2197,E12000007,2007-01-14,1.170,28.812,16.339,,,279.256
2198,E12000007,2007-01-15,1.001,23.194,16.718,,,280.476
2199,E12000007,2007-01-16,1.092,28.392,18.273,,,283.531
2200,E12000007,2007-01-17,1.040,38.289,14.701,,,281.404
2201,E12000007,2007-01-18,1.040,49.349,12.645,,,283.464
2202,E12000007,2007-01-19,1.053,40.082,15.353,,,283.542
2203,E12000007,2007-01-20,1.066,46.995,10.843,,,282.512
2204,E12000007,2007-01-21,1.131,43.232,13.258,,,278.189
2205,E12000007,2007-01-22,0.897,28.989,10.221,,,276.259
2206,E12000007,2007-01-23,0.923,25.418,10.930,,,274.678
2207,E12000007,2007-01-24,1.092,16.800,11.748,,,274.706
2208,E12000007,2007-01-25,0.806,21.210,16.963,,,274.298
2209,E12000007,2007-01-26,1.313,7.905,19.770,,,275.149
2210,E12000007,2007-01-27,0.949,10.641,19.426,,,278.996
2211,E12000007,2007-01-28,1.144,35.507,11.918,,,279.844
2212,E12000007,2007-01-29,1.170,16.119,22.461,,,280.765
2213,E12000007,2007-01-30,1.053,5.218,27.985,,,279.628
2214,E12000007,2007-01-31,0.949,11.847,20.866,,,279.200
2215,E12000007,2007-02-01,0.936,4.152,26.039,,,282.006
2216,E12000007,2007-02-02,1.014,8.266,22.480,,,280.993
2217,E12000007,2007-02-03,1.001,5.914,27.393,,,276.342
2218,E12000007,2007-02-04,0.962,7.435,27.027,,,275.307
2219,E12000007,2007-02-05,1.209,3.641,25.937,,,276.799
2220,E12000007,2007-02-06,1.157,4.672,28.126,,,273.693
2221,E12000007,2007-02-07,1.118,2.718,39.841,,,272.152
2222,E12000007,2007-02-08,1.105,13.193,13.972,,,275.653
2223,E12000007,2007-02-09,1.313,5.797,17.332,,,274.021
2224,E12000007,2007-02-10,1.144,23.436,15.122,,,279.245
2225,E12000007,2007-02-11,0.949,53.366,16.100,,,281.023
2226,E12000007,2007-02-12,1.287,49.020,9.359,,,280.998
2227,E12000007,2007-02-13,1.183,37.130,20.086,,,279.858
2228,E12000007,2007-02-14,1.092,23.682,17.746,,,279.816
2229,E12000007,2007-02-15,0.949,26.055,17.610,,,279.945
2230,E12000007,2007-02-16,1.274,14.254,28.828,,,282.102
2231,E12000007,2007-02-17,1.066,4.431,33.243,,,280.123
2232,E12000007,2007-02-18,1.170,12.833,20.752,,,279.149
2233,E12000007,2007-02-19,1.183,10.224,26.906,,,281.110
2234,E12000007,2007-02-20,1.378,20.763,19.602,,,282.277
2235,E12000007,2007-02-21,1.196,27.517,17.734,,,281.516
2236,E12000007,2007-02-22,0.884,31.105,15.003,,,281.196
2237,E12000007,2007-02-23,1.027,40.430,20.722,,,282.261
2238,E12000007,2007-02-24,1.287,41.716,17.514,,,282.017
2239,E12000007,2007-02-25,1.274,45.119,11.198,,,280.466
2240,E12000007,2007-02-26,1.196,41.462,15.200,,,279.601
2241,E12000007,2007-02-27,1.183,22.751,12.751,,,281.461
2242,E12000007,2007-02-28,1.157,54.838,18.421,,,282.542
2243,E12000007,2007-03-01,0.871,53.430,14.572,,,279.865
2244,E12000007,2007-03-02,1.040,28.605,19.183,,,279.166
2245,E12000007,2007-03-03,0.858,39.798,13.902,,,280.639
2246,E12000007,2007-03-04,0.910,30.784,13.173,,,280.759
2247,E12000007,2007-03-05,1.261,62.914,11.351,,,281.450
2248,E12000007,2007-03-06,0.936,45.907,15.002,,,283.026
2249,E12000007,2007-03-07,0.949,33.909,20.732,,,280.545
2250,E12000007,2007-03-08,1.170,18.312,27.197,,,280.402
2251,E12000007,2007-03-09,0.910,51.103,17.598,,,281.512
2252,E12000007,2007-03-10,1.001,28.832,19.198,,,281.909
2253,E12000007,2007-03-11,1.040,37.757,22.873,,,282.361
2254,E12000007,2007-03-12,1.144,28.531,26.698,,,283.379
2255,E12000007,2007-03-13,0.845,20.303,24.550,,,280.827
2256,E12000007,2007-03-14,0.897,15.490,29.530,,,280.834
2257,E12000007,2007-03-15,1.040,19.986,29.989,,,281.785
2258,E12000007,2007-03-16,0.858,39.136,19.070,,,281.456
2259,E12000007,2007-03-17,0.910,58.668,18.196,,,284.170
2260,E12000007,2007-03-18,1.157,70.284,8.627,,,279.264
2261,E12000007,2007-03-19,1.222,49.921,10.459,,,276.576
2262,E12000007,2007-03-20,0.988,62.849,11.921,,,276.349
2263,E12000007,2007-03-21,0.819,50.982,16.466,,,276.487
2264,E12000007,2007-03-22,1.066,12.519,22.421,,,276.557
2265,E12000007,2007-03-23,1.183,34.877,16.815,,,279.868
2266,E12000007,2007-03-24,1.196,45.522,27.590,,,279.769
2267,E12000007,2007-03-25,0.988,44.166,52.005,,,282.270
2268,E12000007,2007-03-26,1.079,25.044,44.929,,,282.266
2269,E12000007,2007-03-27,0.936,23.812,57.103,,,282.604
2270,E12000007,2007-03-28,1.092,19.860,59.846,,,282.789
2271,E12000007,2007-03-29,0.962,24.680,30.729,,,280.315
2272,E12000007,2007-03-30,1.131,27.757,36.611,,,279.632
2273,E12000007,2007-03-31,1.079,71.532,38.499,,,282.815
2274,E12000007,2007-04-01,1.014,76.611,43.182,,,283.895
2275,E12000007,2007-04-02,1.118,67.826,45.376,,,283.989
2276,E12000007,2007-04-03,1.131,63.455,13.796,,,280.192
2277,E12000007,2007-04-04,1.040,49.095,15.061,,,280.422
2278,E12000007,2007-04-05,0.793,20.783,28.852,,,282.578
2279,E12000007,2007-04-06,0.923,26.857,22.517,,,283.482
2280,E12000007,2007-04-07,0.949,35.757,22.660,,,282.155
2281,E12000007,2007-04-08,1.144,37.545,25.936,,,284.005
2282,E12000007,2007-04-09,1.222,41.539,20.354,,,284.656
2283,E12000007,2007-04-10,1.027,31.704,17.734,,,285.650
2284,E12000007,2007-04-11,0.949,26.211,27.995,,,285.604
2285,E12000007,2007-04-12,1.079,28.811,30.399,,,284.610
2286,E12000007,2007-04-13,1.105,30.144,35.147,,,285.645
2287,E12000007,2007-04-14,0.949,42.653,32.536,,,287.211
2288,E12000007,2007-04-15,0.962,56.123,35.086,,,288.837
2289,E12000007,2007-04-16,1.040,52.606,37.856,,,288.248
2290,E12000007,2007-04-17,0.793,41.492,21.693,,,285.304
2291,E12000007,2007-04-18,0.897,41.308,19.967,,,284.251
2292,E12000007,2007-04-19,1.027,44.749,25.087,,,286.145
2293,E12000007,2007-04-20,1.144,44.612,26.510,,,283.915
2294,E12000007,2007-04-21,0.962,38.017,25.442,,,285.823
2295,E12000007,2007-04-22,0.780,50.587,29.308,,,288.217
2296,E12000007,2007-04-23,0.923,32.775,25.736,,,288.201
2297,E12000007,2007-04-24,1.079,41.931,22.150,,,289.137
2298,E12000007,2007-04-25,0.845,38.180,20.098,,,289.664
2299,E12000007,2007-04-26,0.858,47.781,14.890,,,286.684
2300,E12000007,2007-04-27,0.728,64.099,20.329,,,287.366
2301,E12000007,2007-04-28,0.754,70.833,18.186,,,287.341
2302,E12000007,2007-04-29,0.936,67.085,27.177,,,287.977
2303,E12000007,2007-04-30,1.118,59.802,21.860,,,286.813
2304,E12000007,2007-05-01,0.910,67.964,23.455,,,287.855
2305,E12000007,2007-05-02,1.053,65.864,16.212,,,287.177
2306,E12000007,2007-05-03,0.975,64.245,15.324,,,283.612
2307,E12000007,2007-05-04,0.962,77.493,18.452,,,284.585
2308,E12000007,2007-05-05,0.910,64.186,17.098,,,284.202
2309,E12000007,2007-05-06,0.832,51.997,22.013,,,287.124
2310,E12000007,2007-05-07,0.741,39.882,11.272,,,286.206
2311,E12000007,2007-05-08,0.819,52.533,17.969,,,286.443
2312,E12000007,2007-05-09,1.183,36.979,13.766,,,285.545
2313,E12000007,2007-05-10,0.845,45.303,13.014,,,285.514
2314,E12000007,2007-05-11,0.897,51.195,12.252,,,284.826
2315,E12000007,2007-05-12,1.040,50.567,16.666,,,286.515
2316,E12000007,2007-05-13,0.650,35.617,17.578,,,284.658
2317,E12000007,2007-05-14,0.806,40.576,13.015,,,283.777
2318,E12000007,2007-05-15,0.793,18.581,13.135,,,282.922
2319,E12000007,2007-05-16,0.858,28.942,14.554,,,284.553
2320,E12000007,2007-05-17,0.884,16.102,10.465,,,288.530
2321,E12000007,2007-05-18,0.988,29.042,11.614,,,288.739
2322,E12000007,2007-05-19,0.858,53.832,20.110,,,286.518
2323,E12000007,2007-05-20,0.793,39.978,20.504,,,285.007
2324,E12000007,2007-05-21,0.988,51.230,15.933,,,287.046
2325,E12000007,2007-05-22,0.988,51.855,20.179,,,288.937
2326,E12000007,2007-05-23,0.988,41.578,23.039,,,290.399
2327,E12000007,2007-05-24,0.988,33.507,27.338,,,292.322
2328,E12000007,2007-05-25,0.858,31.624,17.526,,,289.911
2329,E12000007,2007-05-26,0.715,38.376,17.050,,,285.494
2330,E12000007,2007-05-27,0.741,48.329,7.949,,,282.457
2331,E12000007,2007-05-28,0.884,65.973,5.614,,,280.813
2332,E12000007,2007-05-29,0.793,42.397,11.932,,,283.498
2333,E12000007,2007-05-30,0.949,29.124,12.990,,,283.816
2334,E12000007,2007-05-31,1.053,35.621,16.464,,,286.468
2335,E12000007,2007-06-01,0.845,41.607,24.001,,,287.985
2336,E12000007,2007-06-02,0.702,55.704,23.682,,,290.126
2337,E12000007,2007-06-03,0.949,60.642,26.077,,,290.728
2338,E12000007,2007-06-04,0.897,57.883,23.068,,,288.803
2339,E12000007,2007-06-05,1.183,73.758,20.712,,,288.483
2340,E12000007,2007-06-06,0.819,72.094,18.885,,,287.191
2341,E12000007,2007-06-07,0.962,61.992,17.429,,,289.154
2342,E12000007,2007-06-08,0.910,53.613,27.271,,,288.493
2343,E12000007,2007-06-09,0.819,49.958,30.039,,,291.486
2344,E12000007,2007-06-10,0.832,63.860,27.534,,,291.107
2345,E12000007,2007-06-11,1.079,63.612,28.795,,,290.629
2346,E12000007,2007-06-12,0.962,51.783,27.627,,,292.526
2347,E12000007,2007-06-13,0.754,30.574,19.905,,,291.098
2348,E12000007,2007-06-14,0.871,22.050,19.660,,,289.497
2349,E12000007,2007-06-15,0.793,34.894,11.723,,,289.430
2350,E12000007,2007-06-16,0.936,39.436,13.905,,,287.684
2351,E12000007,2007-06-17,0.767,37.674,14.078,,,289.266
2352,E12000007,2007-06-18,0.715,30.995,14.171,,,288.408
2353,E12000007,2007-06-19,0.715,38.741,19.267,,,291.086
2354,E12000007,2007-06-20,1.001,46.077,16.758,,,290.533
2355,E12000007,2007-06-21,0.897,33.851,13.652,,,289.374
2356,E12000007,2007-06-22,1.014,32.946,13.266,,,287.882
2357,E12000007,2007-06-23,0.910,43.323,16.159,,,288.332
2358,E12000007,2007-06-24,0.676,28.812,5.813,,,285.625
2359,E12000007,2007-06-25,0.975,40.496,9.396,,,286.767
2360,E12000007,2007-06-26,0.897,42.514,11.240,,,285.937
2361,E12000007,2007-06-27,0.741,20.304,15.255,,,286.036
2362,E12000007,2007-06-28,0.845,29.949,14.230,,,286.737
2363,E12000007,2007-06-29,0.897,33.805,11.869,,,288.328
2364,E12000007,2007-06-30,0.845,12.954,14.636,,,288.918
2365,E12000007,2007-07-01,0.832,39.329,13.067,,,289.403
2366,E12000007,2007-07-02,0.936,28.066,14.826,,,288.431
2367,E12000007,2007-07-03,0.741,33.991,12.311,,,287.302
2368,E12000007,2007-07-04,0.546,35.123,13.762,,,287.934
2369,E12000007,2007-07-05,0.793,33.895,11.564,,,288.369
2370,E12000007,2007-07-06,0.663,45.007,15.090,,,289.379
2371,E12000007,2007-07-07,1.053,39.999,16.187,,,288.952
2372,E12000007,2007-07-08,0.689,30.432,14.807,,,288.441
2373,E12000007,2007-07-09,0.962,28.308,11.969,,,287.335
2374,E12000007,2007-07-10,0.806,28.164,13.008,,,288.258
2375,E12000007,2007-07-11,0.923,34.728,12.601,,,289.012
2376,E12000007,2007-07-12,0.806,18.855,14.016,,,289.611
2377,E12000007,2007-07-13,0.780,26.063,16.487,,,291.389
2378,E12000007,2007-07-14,0.923,41.312,11.417,,,290.670
2379,E12000007,2007-07-15,0.871,30.556,19.009,,,291.419
2380,E12000007,2007-07-16,0.988,39.886,16.679,,,291.999
2381,E12000007,2007-07-17,0.936,47.733,9.484,,,289.458
2382,E12000007,2007-07-18,0.793,41.805,13.282,,,290.251
2383,E12000007,2007-07-19,0.949,28.682,21.566,,,290.142
2384,E12000007,2007-07-20,0.936,38.890,14.335,,,288.926
2385,E12000007,2007-07-21,0.767,38.769,10.795,,,288.260
2386,E12000007,2007-07-22,0.832,38.071,10.278,,,288.474
2387,E12000007,2007-07-23,0.832,33.063,13.014,,,287.994
2388,E12000007,2007-07-24,0.858,51.012,16.552,,,289.618
2389,E12000007,2007-07-25,0.767,30.881,11.773,,,289.483
2390,E12000007,2007-07-26,0.871,30.316,16.463,,,288.654
2391,E12000007,2007-07-27,0.897,32.092,17.833,,,290.207
2392,E12000007,2007-07-28,1.066,32.501,13.081,,,290.499
2393,E12000007,2007-07-29,1.066,44.894,7.684,,,288.165
2394,E12000007,2007-07-30,1.027,33.424,10.954,,,287.380
2395,E12000007,2007-07-31,0.793,29.798,18.762,,,288.464
2396,E12000007,2007-08-01,0.936,39.887,22.460,,,290.446
2397,E12000007,2007-08-02,0.858,24.576,23.837,,,288.517
2398,E12000007,2007-08-03,0.871,28.484,18.199,,,291.000
2399,E12000007,2007-08-04,0.845,42.909,17.622,,,292.476
2400,E12000007,2007-08-05,0.871,56.607,22.349,,,294.439
2401,E12000007,2007-08-06,0.949,35.014,14.120,,,291.132
2402,E12000007,2007-08-07,0.702,35.241,14.637,,,288.987
2403,E12000007,2007-08-08,0.884,36.673,16.108,,,289.012
2404,E12000007,2007-08-09,0.832,33.675,15.738,,,288.841
2405,E12000007,2007-08-10,0.676,41.868,16.185,,,289.542
2406,E12000007,2007-08-11,0.663,39.066,22.394,,,291.274
2407,E12000007,2007-08-12,0.936,32.071,14.732,,,289.637
2408,E12000007,2007-08-13,0.793,31.089,12.037,,,289.297
2409,E12000007,2007-08-14,0.845,28.943,11.190,,,289.403
2410,E12000007,2007-08-15,0.936,34.884,15.999,,,289.674
2411,E12000007,2007-08-16,0.962,31.928,12.711,,,287.036
2412,E12000007,2007-08-17,0.806,30.908,13.894,,,287.606
2413,E12000007,2007-08-18,0.754,32.714,10.464,,,288.735
2414,E12000007,2007-08-19,0.910,23.012,9.864,,,289.180
2415,E12000007,2007-08-20,0.715,33.874,10.904,,,287.452
2416,E12000007,2007-08-21,0.806,54.223,14.249,,,288.925
2417,E12000007,2007-08-22,0.676,65.197,13.752,,,290.646
2418,E12000007,2007-08-23,0.936,51.348,14.121,,,290.088
2419,E12000007,2007-08-24,0.819,41.340,20.118,,,290.708
2420,E12000007,2007-08-25,1.014,21.934,22.129,,,291.429
2421,E12000007,2007-08-26,0.546,32.258,15.005,,,289.946
2422,E12000007,2007-08-27,0.858,29.121,15.735,,,288.497
2423,E12000007,2007-08-28,0.845,25.623,16.557,,,287.866
2424,E12000007,2007-08-29,0.728,26.887,18.927,,,287.768
2425,E12000007,2007-08-30,0.793,19.639,17.560,,,288.791
2426,E12000007,2007-08-31,0.702,21.887,15.615,,,289.423
2427,E12000007,2007-09-01,0.754,27.158,12.666,,,290.196
2428,E12000007,2007-09-02,0.949,25.742,14.041,,,290.083
2429,E12000007,2007-09-03,0.884,34.036,12.613,,,287.750
2430,E12000007,2007-09-04,0.793,25.157,16.211,,,286.523
2431,E12000007,2007-09-05,0.884,18.600,18.357,,,290.414
2432,E12000007,2007-09-06,0.858,15.264,16.709,,,291.387
2433,E12000007,2007-09-07,0.806,15.081,19.469,,,290.636
2434,E12000007,2007-09-08,0.663,20.610,18.827,,,290.302
2435,E12000007,2007-09-09,0.858,27.279,19.186,,,290.029
2436,E12000007,2007-09-10,1.014,32.808,15.723,,,288.534
2437,E12000007,2007-09-11,0.793,20.972,20.486,,,287.107
2438,E12000007,2007-09-12,0.741,18.582,29.790,,,288.654
2439,E12000007,2007-09-13,1.040,18.267,33.722,,,288.691
2440,E12000007,2007-09-14,0.949,26.276,27.981,,,289.107
2441,E12000007,2007-09-15,1.040,22.520,24.098,,,287.196
2442,E12000007,2007-09-16,0.806,37.129,19.011,,,288.172
2443,E12000007,2007-09-17,0.780,30.308,13.202,,,286.283
2444,E12000007,2007-09-18,0.897,31.107,13.629,,,283.976
2445,E12000007,2007-09-19,0.741,26.759,11.927,,,286.879
2446,E12000007,2007-09-20,0.793,35.643,14.370,,,289.369
2447,E12000007,2007-09-21,1.066,36.412,13.654,,,289.338
2448,E12000007,2007-09-22,0.923,20.650,20.189,,,289.270
2449,E12000007,2007-09-23,0.806,35.681,12.112,,,289.606
2450,E12000007,2007-09-24,0.832,42.485,9.529,,,287.726
2451,E12000007,2007-09-25,0.923,23.859,14.730,,,285.328
2452,E12000007,2007-09-26,0.793,35.493,10.735,,,282.341
2453,E12000007,2007-09-27,0.819,40.654,12.274,,,284.565
2454,E12000007,2007-09-28,0.871,35.039,14.246,,,285.390
